FORMATION_DIPLOME;NIVEAU_FORMATION_DIPLOME;N_NIVEAU_FORMATION_DIPLOME.LIBELLE_100;GROUPE_SPECIALITE;N_GROUPE_SPECIALITE.LIBELLE_LONG;LETTRE_SPECIALITE;N_LETTRE_SPECIALITE.LIBELLE_LONG;ANCIEN_RECME;LIBELLE_COURT;LIBELLE_STAT_33;LIBELLE_LONG_200;DATE_OUVERTURE;DATE_FERMETURE;ANCIEN_DIPLOME_1;ANCIEN_DIPLOME_2;ANCIEN_DIPLOME_3;ANCIEN_DIPLOME_4;ANCIEN_DIPLOME_5;ANCIEN_DIPLOME_6;ANCIEN_DIPLOME_7;NOUVEAU_DIPLOME_1;NOUVEAU_DIPLOME_2;NOUVEAU_DIPLOME_3;NOUVEAU_DIPLOME_4;NOUVEAU_DIPLOME_5;NOUVEAU_DIPLOME_6;NOUVEAU_DIPLOME_7;UNITE_CAPITALISABLE;DATE_PREMIERE_SESSION;DATE_DERNIERE_SESSION;DATE_ARRETE_CREATION;DATE_ARRETE_ABROGATION;DATE_ARRETE_MODIFICATION_1;DATE_ARRETE_MODIFICATION_2;DATE_ARRETE_MODIFICATION_3;DATE_ARRETE_MODIFICATION_4;DATE_ARRETE_MODIFICATION_5;DATE_ARRETE_MODIFICATION_6;DATE_ARRETE_MODIFICATION_7;DATE_ARRETE_MODIFICATION_8;DATE_ARRETE_MODIFICATION_9;DATE_ARRETE_MODIFICATION_10;COMMENTAIRE;NATURE_FORMATION_DIPLOME;N_NATURE_FORMATION_DIPLOME.LIBELLE_100;GESTIONNAIRE_FORMATION_DIPLOME;DATE_INTERVENTION;NB_MEF_OUVERT;NB_MEF_FERME;ID_DOCUMENT;CITE_DOMAINE_FORMATION;N_CITE_DOMAINE_FORMATION.LIBELLE_EDITION;DATE_SESSION_RATTRAPAGE;OBSERVATION;N_COMMENTAIRE;CITE_DOMAINE_DETAILLE;N_CITE_2013_DOMAINE_DETAILL.LIBELLE_EDITION;NIVEAU_QUALIFICATION_RNCP;N_NIVEAU_QUALIFICATION_RNCP.LIBELLE_LONG
01034201;010;MENTION COMPLEMENTAIRE;342;PROTECTION ET DEVELOPMT DU PATRIMOINE;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MC3;ENTRET.COLLECT. PATRIMOINE (MC3);ENTRETIEN DES COLLECTIONS DU PATRIMOINE (MC NIVEAU III);01/09/2008;31/08/2024;;;;;;;;56134201;;;;;;;;2009;2024;04/03/2008;25/08/2023;;;;;;;;;;;CREATION EX NIHILO..;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;0;1;;322;Bibliothéconomie, information, archivisme;;Lettre de spécialité insatisfaisante, mais pas d'autre solution. RS 2023 : modification du niveau du diplôme. RS 2024 : remplacée par un CS;;0322;Formation aux bibliothèques, à la documentation et à l'archivisme;03;NIVEAU 3
01022304;010;MENTION COMPLEMENTAIRE;223;METALLURGIE (Y.C. SIDERURGIE, FONDERIE);V;PRODUCTION A CARACTERE ARTISTIQUE;;MC3;JOAILLERIE (MC3);JOAILLERIE (MC NIVEAU III);01/09/2001;31/08/2024;;;;;;;;56122301;;;;;;;;2003;2024;08/01/2002;25/08/2023;;;;;;;;;;;CREATION EX NIHILO.;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;0;1;;215;Artisanat;;Création RS 2001 reportée à la RS 2002. Le Mef  ouvert au 01/09/2001 n'a pas été utilisé en 2001-2002 (vérif. BCP). RS 2023 : modification du niveau du diplôme. RS 2024 : remplacée par un CS;;0214;Artisanat;03;NIVEAU 3
01022108;010;MENTION COMPLEMENTAIRE;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;S;PRODUCTION;;MC3;PATISSERIE BOULANGERE (MC3);PATISSERIE BOULANGERE (MC NIVEAU III);01/09/2004;31/08/2024;;;;;;;;56122104;;;;;;;;2005;2024;04/05/2004;25/08/2023;26/04/2016;;;;;;;;;;CREATION EX NIHILO.;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;0;1;;541;Traitement des produits alimentaires;;RS 2023 : modification du niveau du diplôme. RS 2024 : remplacée par un CS;;0721;Traitement des aliments;03;NIVEAU 3
01022107;010;MENTION COMPLEMENTAIRE;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;S;PRODUCTION;;MC3;BOULANGERIE SPECIALISEE (MC3);BOULANGERIE SPECIALISEE (MC NIVEAU III);01/09/2003;31/08/2024;01022102;;;;;;;56122103;;;;;;;;2004;2024;16/04/2003;25/08/2023;26/04/2016;;;;;;;;;;REMPLACE LA MC5 DE MÊME INTITULE (01022102S).;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;0;1;;541;Traitement des produits alimentaires;;RS 2023 : modification du niveau du diplôme. RS 2024 : remplacée par un CS;;0721;Traitement des aliments;03;NIVEAU 3
01022109;010;MENTION COMPLEMENTAIRE;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;T;REALISATION DU SERVICE;;MC3;ART DE LA CUISINE ALLEGEE (MC3);ART DE LA CUISINE ALLEGEE (MC NIVEAU III);01/09/2006;31/08/2024;;;;;;;;56122105;;;;;;;;2007;2024;24/03/2006;16/10/2023;;;;;;;;;;;CREATION EX NIHILO.;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;0;1;;811;Hôtellerie et services de restauration;;RS 2023 : modification du niveau du diplôme. RS 2024 : remplacée par un CS, uniquement pour la session de remplacement 2025;;1013;Hôtellerie et services de restauration;03;NIVEAU 3
46122001;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;220;SPEC.PLURITECHNO DES TRANSFORMATIONS;R;CONTROLE PREVENTION ENTRETIEN;;CS4;AGT CONTROL.NON DESTRUCTIF (CS4);AGENT DE CONTROLE NON DESTRUCTIF (CS4);01/09/2024;;01022001;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
46131101;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;311;TRANSPORT, MANUTENTION, MAGASINAGE;W;COMMERCIALISATION;;CS4;ACCUEIL DANS TRANSPORTS (CS4);ACCUEIL DANS LES TRANSPORTS (CS4);01/09/2024;;01031101;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
56122106;561;CERTIFICAT DE SPECIALISATION DE NIVEAU 3;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;S;PRODUCTION;;CS3;PATISSERIE DE BOUTIQUE (CS3);PATISSERIE DE BOUTIQUE (CS3);01/09/2024;;01022110;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace et rénove la MC3 pâtisserie, glacerie, chocolaterie, confiserie spécialisées;;;;03;NIVEAU 3
46122703;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;227;ENERGIE, GENIE CLIMATIQUE;S;PRODUCTION;;CS4;TECH.ENERG.RENOUV.B EN.THER.(CS4);TECHNICIEN(NE) EN ENERGIES RENOUVELABLES OPTION B ENERGIE THERMIQUE (CS4);01/09/2024;;01022705;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
56122101;561;CERTIFICAT DE SPECIALISATION DE NIVEAU 3;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;S;PRODUCTION;;CS3;EMPLOYE TRAITEUR (CS3);EMPLOYE TRAITEUR (CS3);01/09/2024;;01022103;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC3 du même nom;;;;03;NIVEAU 3
56122102;561;CERTIFICAT DE SPECIALISATION DE NIVEAU 3;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;S;PRODUCTION;;CS3;CUISINIER DESSERTS RESTAU. (CS3);CUISINIER EN DESSERTS DE RESTAURANT (CS3);01/09/2024;;01022105;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC3 du même nom;;;;03;NIVEAU 3
56122103;561;CERTIFICAT DE SPECIALISATION DE NIVEAU 3;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;S;PRODUCTION;;CS3;BOULANGERIE SPECIALISEE (CS3);BOULANGERIE SPECIALISEE (CS3);01/09/2024;;01022107;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC3 du même nom;;;;03;NIVEAU 3
56122105;561;CERTIFICAT DE SPECIALISATION DE NIVEAU 3;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;T;REALISATION DU SERVICE;;CS3;ART DE LA CUISINE ALLEGEE (CS3);ART DE LA CUISINE ALLEGEE (CS3);01/09/2024;31/08/2025;01022109;;;;;;;;;;;;;;;2025;2025;25/08/2023;16/10/2023;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;0;1;;;;;RS 2024 : remplace la MC3 du même nom uniquement pour la session de remplacement;;;;03;NIVEAU 3
56122107;561;CERTIFICAT DE SPECIALISATION DE NIVEAU 3;221;AGRO-ALIMENTAIRE, ALIMENTATION, CUISINE;W;COMMERCIALISATION;;CS3;VENDEUR-CONSEIL ALIMENTATION(CS3);VENDEUR-CONSEIL EN ALIMENTATION (CS3);01/09/2024;;01022111;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC3 du même nom;;;;03;NIVEAU 3
56122301;561;CERTIFICAT DE SPECIALISATION DE NIVEAU 3;223;METALLURGIE (Y.C. SIDERURGIE, FONDERIE);V;PRODUCTION A CARACTERE ARTISTIQUE;;CS3;JOAILLERIE (CS3);JOAILLERIE (CS3);01/09/2024;;01022304;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC3 du même nom;;;;03;NIVEAU 3
56122302;561;CERTIFICAT DE SPECIALISATION DE NIVEAU 3;223;METALLURGIE (Y.C. SIDERURGIE, FONDERIE);V;PRODUCTION A CARACTERE ARTISTIQUE;;CS3;BIJOUX DE MODE (CS3);BIJOUX DE MODE (CS3);01/09/2024;;01022307;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC3 du même nom;;;;03;NIVEAU 3
56122401;561;CERTIFICAT DE SPECIALISATION DE NIVEAU 3;224;MATERIAUX DE CONSTRUCTION, VERRE, CERAM.;U;CONDUITE SURVEILLANCE DE MACHINES;;CS3;CONDUCT.MACHINES VERRERIE (CS3);CONDUCTEUR DE MACHINES DE VERRERIE (CS3);01/09/2024;;01022405;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC3 du même nom;;;;03;NIVEAU 3
56122701;561;CERTIFICAT DE SPECIALISATION DE NIVEAU 3;227;ENERGIE, GENIE CLIMATIQUE;T;REALISATION DU SERVICE;;CS3;MAINT.EQUIP.THERM.INDIVID.(CS3);MAINTENANCE DES EQUIPEMENTS THERMIQUES INDIVIDUELS (CS3);01/09/2024;;01022706;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC3 du même nom;;;;03;NIVEAU 3
56123201;561;CERTIFICAT DE SPECIALISATION DE NIVEAU 3;232;BATIMENT : CONSTRUCTION ET COUVERTURE;S;PRODUCTION;;CS3;ZINGUEUR (CS3);ZINGUEUR (CS3);01/09/2024;;01023204;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC3 du même nom;;;;03;NIVEAU 3
56123301;561;CERTIFICAT DE SPECIALISATION DE NIVEAU 3;233;BATIMENT : FINITIONS;S;PRODUCTION;;CS3;PLATRIER (CS3);PLATRIER (CS3);01/09/2024;;01023307;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC3 du même nom;;;;03;NIVEAU 3
56124201;561;CERTIFICAT DE SPECIALISATION DE NIVEAU 3;242;HABILLEMENT (Y. C. MODE, COUTURE);R;CONTROLE PREVENTION ENTRETIEN;;CS3;ESSAYAGE-RETOUCHE-VENTE (CS3);ESSAYAGE-RETOUCHE-VENTE (CS3);01/09/2024;;01024201;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC3 du même nom;;;;03;NIVEAU 3
46133403;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;334;ACCUEIL, HOTELLERIE, TOURISME;T;REALISATION DU SERVICE;;CS4;SOMMELLERIE (CS4);SOMMELLERIE (CS4);01/09/2024;;01033414;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
56125101;561;CERTIFICAT DE SPECIALISATION DE NIVEAU 3;251;MECANIQ.GENERALE & DE PRECISION, USINAGE;S;PRODUCTION;;CS3;REAL.CIRCUIT OLEOHYDR.PNEUM.(CS3);REALISATION DE CIRCUITS OLEOHYDRAULIQUES ET PNEUMATIQUES (CS3);01/09/2024;;01025118;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC3 du même nom;;;;03;NIVEAU 3
56133401;561;CERTIFICAT DE SPECIALISATION DE NIVEAU 3;334;ACCUEIL, HOTELLERIE, TOURISME;T;REALISATION DU SERVICE;;CS3;EMPLOYE BARMAN (CS3);EMPLOYE BARMAN (CS3);01/09/2024;;01033411;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC3 du même nom;;;;03;NIVEAU 3
56133601;561;CERTIFICAT DE SPECIALISATION DE NIVEAU 3;336;COIFFURE, ESTHETIQ.& AUTR.SERVICES PERSO;T;REALISATION DU SERVICE;;CS3;COIFFURE COUPE COULEUR (CS3);COIFFURE COUPE COULEUR (CS3);01/09/2024;;01033605;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC3 du même nom;;;;03;NIVEAU 3
56134201;561;CERTIFICAT DE SPECIALISATION DE NIVEAU 3;342;PROTECTION ET DEVELOPMT DU PATRIMOINE;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;CS3;ENTRET.COLLECT. PATRIMOINE (CS3);ENTRETIEN DES COLLECTIONS DU PATRIMOINE (CS3);01/09/2024;;01034201;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC3 du même nom;;;;03;NIVEAU 3
46122701;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;227;ENERGIE, GENIE CLIMATIQUE;U;CONDUITE SURVEILLANCE DE MACHINES;;CS4;TECHN.DES SERVICES ENERGIE (CS4);TECHNICIEN(NE) DES SERVICES A L'ENERGIE (CS4);01/09/2024;;01022703;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
46125001;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;250;SPEC.PLURITECHNO MECANIQUE-ELECTRICITE;R;CONTROLE PREVENTION ENTRETIEN;;CS4;TECHNIC.ASCENS. SERV.MODERN.(CS4);TECHNICIEN(NE) ASCENSORISTE (SERVICE ET MODERNISATION) (CS4);01/09/2024;;01025002;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
46125102;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;251;MECANIQ.GENERALE & DE PRECISION, USINAGE;R;CONTROLE PREVENTION ENTRETIEN;;CS4;MAINT.INST.OLEOHYDRAU.PNEUM.(CS4);MAINTENANCE DES INSTALLATIONS OLEOHYDRAULIQUES ET PNEUMATIQUES (CS4);01/09/2024;;01025123;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
46131201;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;312;COMMERCE, VENTE;T;REALISATION DU SERVICE;;CS4;ASSIST.CONSEIL VENT.DISTANC.(CS4);ASISTANCE, CONSEIL, VENTE A DISTANCE (CS4);01/09/2024;;01031201;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
46133401;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;334;ACCUEIL, HOTELLERIE, TOURISME;P;ORGANISATION GESTION;;CS4;ORGANISATEUR DE RECEPTION (CS4);ORGANISATEUR DE RECEPTION (CS4);01/09/2024;;01033412;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
46133402;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;334;ACCUEIL, HOTELLERIE, TOURISME;T;REALISATION DU SERVICE;;CS4;ACCUEIL-RECEPTION (CS4);ACCUEIL-RECEPTION (CS4);01/09/2024;;01033413;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
46122301;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;223;METALLURGIE (Y.C. SIDERURGIE, FONDERIE);V;PRODUCTION A CARACTERE ARTISTIQUE;;CS4;ART DE LA DORURE A CHAUD (CS4);ART DE LA DORURE A CHAUD (CS4);01/09/2024;;01023306;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
01033605;010;MENTION COMPLEMENTAIRE;336;COIFFURE, ESTHETIQ.& AUTR.SERVICES PERSO;T;REALISATION DU SERVICE;;MC3;COIFFURE COUPE COULEUR (MC3);COIFFURE COUPE COULEUR (MC NIVEAU III);01/09/2015;31/08/2024;01033603;01033604;;;;;;56133601;;;;;;;;2016;2024;23/03/2015;25/08/2023;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;0;1;;815;Coiffure et soins de beauté;;RS 2023 : modification du niveau du diplôme. RS 2024 : remplacée par un CS;;1012;Services de soins de beauté et de coiffure;03;NIVEAU 3
56133001;561;CERTIFICAT DE SPECIALISATION DE NIVEAU 3;330;SPECIALITES PLURIV.SANITAIRES & SOCIALES;T;REALISATION DU SERVICE;;CS3;AIDE A DOMICILE (CS3);AIDE A DOMICILE (CS3);01/09/2024;;01033002;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC3 du même nom;;;;03;NIVEAU 3
46122702;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;227;ENERGIE, GENIE CLIMATIQUE;S;PRODUCTION;;CS4;TECH.ENERG.RENOUV.A EN.ELEC.(CS4);TECHNICIEN(NE) EN ENERGIES RENOUVELABLES OPTION A ENERGIE ELECTRIQUE (CS4);01/09/2024;;01022704;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
46123302;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;233;BATIMENT : FINITIONS;W;COMMERCIALISATION;;CS4;VEND.CONS.PROD.TECH.HABITAT (CS4);VENDEUR-CONSEIL EN PRODUITS TECHNIQUES POUR L'HABITAT (CS4);01/09/2024;;01023306;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
46125002;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;250;SPEC.PLURITECHNO MECANIQUE-ELECTRICITE;R;CONTROLE PREVENTION ENTRETIEN;;CS4;MECATRONIQUE NAVALE (CS4);MECATRONIQUE NAVALE (CS4);01/09/2024;;01025003;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
46125003;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;250;SPEC.PLURITECHNO MECANIQUE-ELECTRICITE;R;CONTROLE PREVENTION ENTRETIEN;;CS4;OPER.POLYV.INTERV.SUBAQUAT. (CS4);OPERATEUR POLYVALENT EN INTERVENTIONS SUBAQUATIQUES (CS4);01/09/2024;;01025004;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
46125301;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;253;MECANIQUE AERONAUTIQUE ET SPATIALE;R;CONTROLE PREVENTION ENTRETIEN;;CS4;AERON.OPT.AVION.MOT.TURB. (CS4);AERONAUTIQUE OPTION AVIONS A MOTEURS A TURBINES (CS4);01/09/2024;;01025308;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
46125302;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;253;MECANIQUE AERONAUTIQUE ET SPATIALE;R;CONTROLE PREVENTION ENTRETIEN;;CS4;AERON.OPT.AVION.MOT.PIST. (CS4);AERONAUTIQUE OPTION AVIONS A MOTEURS A PISTONS (CS4);01/09/2024;;01025309;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
46125303;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;253;MECANIQUE AERONAUTIQUE ET SPATIALE;R;CONTROLE PREVENTION ENTRETIEN;;CS4;AERON.OPT.HELIC.MOT.TURB. (CS4);AERONAUTIQUE OPTION HELICOPTERES A MOTEURS A TURBINES (CS4);01/09/2024;;01025310;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
46125304;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;253;MECANIQUE AERONAUTIQUE ET SPATIALE;R;CONTROLE PREVENTION ENTRETIEN;;CS4;AERON.OPT.HELIC.MOT.PIST. (CS4);AERONAUTIQUE OPTION HELICOPTERES A MOTEURS A PISTONS (CS4);01/09/2024;;01025311;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
46125305;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;253;MECANIQUE AERONAUTIQUE ET SPATIALE;R;CONTROLE PREVENTION ENTRETIEN;;CS4;AERON.OPT.AVIONIQUE (CS4);AERONAUTIQUE OPTION AVIONIQUE (CS4);01/09/2024;;01025312;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
46125401;461;CERTIFICAT DE SPECIALISATION DE NIVEAU 4;254;STRUCTURES METALLIQUES;S;PRODUCTION;;CS4;TECHNICIEN(NE) EN SOUDAGE (CS4);TECHNICIEN(NE) EN SOUDAGE (CS4);01/09/2024;;01025406;;;;;;;;;;;;;;;2025;;25/08/2023;;;;;;;;;;;;;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DGESCO A2-3;21/11/2023;1;0;;;;;RS 2024 : remplace la MC4 du même nom;;;;04;NIVEAU 4
