FORMATION_DIPLOME;NIVEAU_FORMATION_DIPLOME;N_NIVEAU_FORMATION_DIPLOME.LIBELLE_100;GROUPE_SPECIALITE;N_GROUPE_SPECIALITE.LIBELLE_LONG;LETTRE_SPECIALITE;N_LETTRE_SPECIALITE.LIBELLE_LONG;ANCIEN_RECME;LIBELLE_COURT;LIBELLE_STAT_33;LIBELLE_LONG_200;DATE_OUVERTURE;DATE_FERMETURE;UNITE_CAPITALISABLE;DATE_PREMIERE_SESSION;DATE_DERNIERE_SESSION;DATE_ARRETE_CREATION;DATE_ARRETE_ABROGATION;DATE_ARRETE_MODIFICATION_1;DATE_ARRETE_MODIFICATION_2;DATE_ARRETE_MODIFICATION_3;DATE_ARRETE_MODIFICATION_4;DATE_ARRETE_MODIFICATION_5;DATE_ARRETE_MODIFICATION_6;DATE_ARRETE_MODIFICATION_7;DATE_ARRETE_MODIFICATION_8;DATE_ARRETE_MODIFICATION_9;DATE_ARRETE_MODIFICATION_10;COMMENTAIRE;NATURE_FORMATION_DIPLOME;N_NATURE_FORMATION_DIPLOME.LIBELLE_100;GESTIONNAIRE_FORMATION_DIPLOME;DATE_INTERVENTION;ID_DOCUMENT;CITE_DOMAINE_FORMATION;N_CITE_DOMAINE_FORMATION.LIBELLE_EDITION;DIPLOME_SISE;N_DIPLOME_SISE.LIBELLE_INTITULE_1;HABILITATION_ORIGINE;NUMERO_UAI;N_COMMENTAIRE;CITE_DOMAINE_DETAILLE;N_CITE_2013_DOMAINE_DETAILL.LIBELLE_EDITION;NIVEAU_QUALIFICATION_RNCP;N_NIVEAU_QUALIFICATION_RNCP.LIBELLE_LONG
1702300P;170;INGENIEURS RECONNUS (RCT..), NFI , ALTERNANCE;230;SPEC.PLURITECHNO, GENIE CIVIL, CONSTRUC.;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;ING;ING CNAM BTP;INGENIEUR DIPLOME DU CONSERVATOIRE NATIONAL DES ARTS ET METIERS, SPECIALITE BATIMENT ET TRAVAUX PUBLICS;01/09/2012;31/08/2024;;;;;;;;;;;;;;;;rncp 37351;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;28/06/2023;;582;B�timent et g�nie civil;;;;0753471R;;0732;Construction et g�nie civil;07;NIVEAU 7
2503120W;250;LICENCE PROFESSIONNELLE;312;COMMERCE, VENTE;W;COMMERCIALISATION;;LIC-PRO;COMMERCE ET DISTRIBUTION;COMMERCE ET DISTRIBUTION (LP CERGY);01/09/2014;31/08/2020;;;;;;;;;;;;;;;;demande cfa sup2000;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;341;Vente en gros et au d�tail;2400030;COMMERCE ET DISTRIBUTION;20150607;0951793H;;0416;Vente en gros et au d�tail;06;NIVEAU 6
25031359;250;LICENCE PROFESSIONNELLE;313;FINANCES, BANQUE, ASSURANCES;W;COMMERCIALISATION;;LIC-PRO;ASSURANCE BQ FCE CHARGE CLIENTELE;ASSURANCE, BANQUE, FINANCE : CHARGE DE CLIENTELE (LP MONTPELLIER);01/09/2011;31/08/2021;;;;;;;;;;;;;;;;remplace hab 20110560;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;343;Finance, banque, assurance;2400019;ASSURANCE, BANQUE, FINANCE : CHARGE DE CLIENTELE;20150698;0342321N;;0412;Finance, banque et assurances;06;NIVEAU 6
13512854;135;MASTER PROFESSIONNEL;128;DROIT, SCIENCES POLITIQUES;G;APPLICATIONS AUX ACTIVITES DE SERVICES;;MASTER PRO;DROIT DES AFFAIRES ET MANAGEMENT;DROIT : DROIT DES AFFAIRES SPE DROIT DES AFFAIRES ET MANAGEMENT (MASTER MBA PARIS 2);01/09/2011;31/08/2019;;;;;;;;;;;;;;;;remplace le 18031001 MBA pas un diplome habilit�;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;380;Droit;2215291;DROIT : DROIT DES AFFAIRES;20051892;0751718K;;0421;Droit;07;NIVEAU 7
13533006;135;MASTER PROFESSIONNEL;330;SPECIALITES PLURIV.SANITAIRES & SOCIALES;P;ORGANISATION GESTION;;MASTER PRO;MANAGEMENT ETS SANTE SOCIAL;DROIT, ECONOMIE, GESTION : SCIENCES DU MANAGEMENT SPE MANAGEMENT DES ENTREPRISES DE LA SANTE ET DU SOCIAL (MASTER LIMOGES);01/09/2011;31/08/2018;;;;;;;;;;;;;;;;remplac epar le 1353102Y pour nsf;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;700;SANTE ET PROTECTION SOCIALE;2203416;DROIT, ECONOMIE, GESTION : SCIENCES DU MANAGEMENT;20081398;0870669E;;0900;Sant� et protection sociales;07;NIVEAU 7
13512855;135;MASTER PROFESSIONNEL;128;DROIT, SCIENCES POLITIQUES;G;APPLICATIONS AUX ACTIVITES DE SERVICES;;MASTER PRO;DROIT DE LA SANTE;DROIT, ECONOMIE, GESTION : DROIT PRIVE ET CARRIERES JUDICIAIRES SPE DROIT DE LA SANTE (MASTER VERSAILLES);01/06/2011;31/08/2015;;;2015;;;;;;;;;;;;;cfa union remplace par le 13512874;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;720;Sant�;2215636;DROIT, ECONOMIE, GESTION : DROIT PRIVE ET CARRIERES JUDICIAIRES;20060887;0781944P;;0910;Sant�;07;NIVEAU 7
13513101;135;MASTER PROFESSIONNEL;131;FRANCAIS, LITTERATURE & CIVIL.FRANCAISE;G;APPLICATIONS AUX ACTIVITES DE SERVICES;;MASTER PRO;EDITION AUDIOV LETTRES XMEDIA;ARTS, LETTRES, LANGUES : LITTERATURE, PHILOLOGIE, LINGUISTIQUE SPE METIERS DE L'EDITION ET DE L'AUDIOVISUEL:LETTRES ET MULTIMEDIA (MASTER PARIS);01/09/2015;31/08/2019;;;;;;;;;;;;;;;;demande cfa asfored;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;223;Langue maternelle;2213041;ARTS, LETTRES, LANGUES : LITTERATURE, PHILOLOGIE, LINGUISTIQUE;20140347;0751720M;;0232;Litt�rature et linguistique;07;NIVEAU 7
13531350;135;MASTER PROFESSIONNEL;313;FINANCES, BANQUE, ASSURANCES;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;GESTION DE PATRIMOINE;GESTION DE PATRIMOINE (MASTER CAEN);01/09/2011;31/08/2022;;;;;;;;;;;;;;;;anc sise 2210737 hab 20042650;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;343;Finance, banque, assurance;2500036;GESTION DE PATRIMOINE;20170077;0141408E;;0412;Finance, banque et assurances;07;NIVEAU 7
13531355;135;MASTER PROFESSIONNEL;313;FINANCES, BANQUE, ASSURANCES;R;CONTROLE PREVENTION ENTRETIEN;;MASTER PRO;FINANCE;FINANCE (MASTER MONTPELLIER);01/09/2012;31/08/2021;;;;;;;;;;;;;;;;remplace sise 2201906 hab 20040323;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;343;Finance, banque, assurance;2500022;FINANCE;20150812;0342321N;;0412;Finance, banque et assurances;07;NIVEAU 7
13531529;135;MASTER PROFESSIONNEL;315;RESSOURCES HUMAINES GESTION DU PERSONNEL;P;ORGANISATION GESTION;;MASTER PRO;ERGONOMIE ING SANTE FACTEURS HUMA;SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE ET SANTE SPE ERGONOMIE, INGENIERIE DE LA SANTE ET DES FACTEURS HUMAINS (MASTER PARIS 11);01/09/2012;31/08/2015;;;2015;;;;;;;;;;;;;remplace par le 13533115;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;862;Sant� et s�curit� du travail;2204579;SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE ET SANTE;20100263;0911101C;;1022;Sant� et s�curit� au travail;07;NIVEAU 7
13534008;135;MASTER PROFESSIONNEL;340;SPEC.PLURIVAL.DES SERVICES A LA COLLECT.;P;ORGANISATION GESTION;;MASTER PRO;ADMINISTRATION PUBLIQUE;ADMINISTRATION PUBLIQUE (MASTER MONTPELLIER);01/09/2016;31/08/2021;;;;;;;;;;;;;;;;demande saia;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;345;Gestion et administration;2500042;ADMINISTRATION PUBLIQUE;20150794;0342321N;;0413;Gestion et administration;07;NIVEAU 7
25025551;250;LICENCE PROFESSIONNELLE;255;ELECTRICITE, ELECTRONIQUE;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;DOMOTIQUE;DOMOTIQUE (LP PARIS12);01/09/2014;31/08/2020;;;;;;;;;;;;;;;;demance cfa sup2000;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;522;Electricit� et �nergie;2400038;DOMOTIQUE;20150461;0941111X;;0713;�lectricit� et �nergie;06;NIVEAU 6
25031060;250;LICENCE PROFESSIONNELLE;310;SPECIALIT.PLURIV.DES ECHANGES & GESTION;N;CONCEPTION;;LIC-PRO;MANAGEMENT ET GESTION DES ORG;MANAGEMENT DES ORGANISATIONS SPE PME ET DEVELOPPEMENT D'AFFAIRES (LP LIMOGES);01/09/2012;31/08/2018;;;;;;;;;;;;;;;;remplace par le 25031090 avec le 25033431;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;340;Commerce et administration;2006340;MANAGEMENT DES ORGANISATIONS;20100559;0870669E;;0410;Commerce et administration;06;NIVEAU 6
25031415;250;LICENCE PROFESSIONNELLE;314;COMPTABILITE, GESTION;P;ORGANISATION GESTION;;LIC-PRO;METIERS DE LA COMPTABIL FISCALITE;ASSURANCE, BANQUE, FINANCE SPE METIERS DE LA COMPTABILITE:FISCALITE (LP PARIS 13);01/09/2014;31/08/2019;;;;;;;;;;;;;;;;demande CFA sup2000;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;344;Comptabilit� et fiscalit�;2008655;ASSURANCE, BANQUE, FINANCE;20140884;0931238R;;0411;Comptabilit� et fiscalit�;06;NIVEAU 6
1353102H;135;MASTER PROFESSIONNEL;310;SPECIALIT.PLURIV.DES ECHANGES & GESTION;P;ORGANISATION GESTION;;MASTER PRO;ENTREPRENEURIAT MANAGEMENT PROJET;ENTREPRENEURIAT ET MANAGEMENT DE PROJETS (MASTER MONTPELLIER);01/09/2016;31/08/2021;;;;;;;;;;;;;;;;demande saia;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;345;Gestion et administration;2500031;ENTREPRENEURIAT ET MANAGEMENT DE PROJETS;20150811;0342321N;;0413;Gestion et administration;07;NIVEAU 7
2503260T;250;LICENCE PROFESSIONNELLE;326;INFORMATIQUE, TRAITEMT DE L'INFORMATION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;INFORMATIQUE APPLICATIONS WEB;METIERS DE L'INFORMATIQUE : APPLICATIONS WEB (LP PARIS 6);01/09/2014;31/08/2019;;;;;;;;;;;;;;;;demande UPMC;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;481;Sciences informatiques;2400131;METIERS DE L'INFORMATIQUE : APPLICATIONS WEB;20161156;0751722P;;0612;Conception et administration de bases de donn�es et de r�seau;06;NIVEAU 6
20511433;205;LICENCE LMD;114;MATHEMATIQUES;A;AUTRE/NON INDIQUE (DOMAINE DISCIPLINAIR);;LIC LMD;MATHEMATIQUES;SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES (LIC LMD MONTPELLIER);01/09/2016;31/08/2021;;;;;;;;;;;;;;;;demande saia;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;460;Math�matiques et statistiques;2300032;MATHEMATIQUES;20150689;0342321N;;0540;Math�matiques et statistiques;06;NIVEAU 6
1353100A;135;MASTER PROFESSIONNEL;310;SPECIALIT.PLURIV.DES ECHANGES & GESTION;N;CONCEPTION;;MASTER PRO;MANAGEMENT PUBLIC;DROIT, ECONOMIE, GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE SPE MANAGEMENT PUBLIC (MASTER MONTPELLIER 1);01/09/2012;31/08/2015;;;2015;;;;;;;;;;;;;remplace par le 1353100B;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;345;Gestion et administration;2205159;DROIT, ECONOMIE, GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE;20091059;0342321N;;0413;Gestion et administration;07;NIVEAU 7
13531352;135;MASTER PROFESSIONNEL;313;FINANCES, BANQUE, ASSURANCES;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;BQ FCE EXPERTISE METIERS AGENCE;BANQUE FINANCE ASSURANCE SPE EXPERTISE DES METIERS D'AGENCE (MASTER CAEN);01/09/2012;31/08/2017;;;;;;;;;;;;;;;;remplace par le 13531379;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;343;Finance, banque, assurance;2216597;DROIT, ECONOMIE, GESTION : BANQUE, FINANCE, ASSURANCE;20042650;0141408E;;0412;Finance, banque et assurances;07;NIVEAU 7
13531097;135;MASTER PROFESSIONNEL;310;SPECIALIT.PLURIV.DES ECHANGES & GESTION;N;CONCEPTION;;MASTER PRO;MANAGEMENT DES RELATIONS CONSO;DROIT, ECONOMIE, GESTION : MARKETING ET VENTE SPE MANAGEMENT DES RELATIONS AUX CONSOMMATEURS (MASTER MULHOUSE);01/09/2012;31/08/2018;;;;;;;;;;;;;;;;remplace par le 13531272 avec le 1353100L;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;345;Gestion et administration;2203646;DROIT, ECONOMIE, GESTION : MARKETING ET VENTE;20090535;0681166Y;;0413;Gestion et administration;07;NIVEAU 7
20531015;205;LICENCE LMD;310;SPECIALIT.PLURIV.DES ECHANGES & GESTION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC LMD;ADMINISTRATION PUBLIQUE;ADMINISTRATION PUBLIQUE (LIC LMD MONTPELLIER);01/09/2012;31/08/2021;;;;;;;;;;;;;;;;demande SAIA;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;345;Gestion et administration;2300001;ADMINISTRATION PUBLIQUE;20150680;0342321N;;0413;Gestion et administration;06;NIVEAU 6
1353100C;135;MASTER PROFESSIONNEL;310;SPECIALIT.PLURIV.DES ECHANGES & GESTION;P;ORGANISATION GESTION;;MASTER PRO;MANAGEMENT STRATEGIQUE;DROIT, ECONOMIE, GESTION : MANAGEMENT STRATEGIQUE (MASTER MONTPELLIER);01/09/2012;31/08/2021;;;;;;;;;;;;;;;;remplace sise 2205245 hab 20080606, remplace le 13533106 pour le parcours management strat�gique des organisations de sante cfa de lhospitalisation privee;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;345;Gestion et administration;2500025;MANAGEMENT STRATEGIQUE;20150826;0342321N;;0413;Gestion et administration;07;NIVEAU 7
13531248;135;MASTER PROFESSIONNEL;312;COMMERCE, VENTE;N;CONCEPTION;;MASTER PRO;MARKETING RELATION CLIENT;DROIT, ECONOMIE, GESTION : MARKETING ET VENTE SPE MARKETING ET RELATION CLIENT (MASTER MONTPELLIER 1);01/09/2012;31/08/2015;;;2015;;;;;;;;;;;;;remplace avec les 13531251 et 13531252 par le 13531259;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;345;Gestion et administration;2202006;DROIT, ECONOMIE, GESTION : MARKETING ET VENTE;20080607;0342321N;;0413;Gestion et administration;07;NIVEAU 7
25031122;250;LICENCE PROFESSIONNELLE;311;TRANSPORT, MANUTENTION, MAGASINAGE;P;ORGANISATION GESTION;;LIC-PRO;LOGISTIQUE TRANSPORTS INTERNATX;LOGISTIQUE ET TRANSPORTS INTERNATIONAUX (LP PERPIGNAN);01/09/2013;31/08/2021;;;;;;;;;;;;;;;;remplace sise 2005311 hab 20080248;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;345;Gestion et administration;2400063;LOGISTIQUE ET TRANSPORTS INTERNATIONAUX;20150719;0660437S;;0413;Gestion et administration;06;NIVEAU 6
25022258;250;LICENCE PROFESSIONNELLE;222;TRANSFORMATIONS CHIMIQUES ET APPARENTEES;S;PRODUCTION;;LIC-PRO;CHIMIE DE SYNTHESE;CHIMIE DE SYNTHESE (LP STRASBOURG);01/09/2012;31/08/2023;;;;;;;;;;;;;;;;anc hab 20120498;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;524;Chimie et g�nie des proc�d�s;2400027;CHIMIE DE SYNTHESE;20180882;0673021V;;0711;Ing�nierie chimique et processus;06;NIVEAU 6
13520015;135;MASTER PROFESSIONNEL;200;TECHNOLOGIES INDUSTRIELLES FONDAMENTALES;N;CONCEPTION;;MASTER PRO;ELECTRONIQUE ENERJ ELECTRIQ AUTOM;ELECTRONIQUE, ENERGIE ELECTRIQUE, AUTOMATIQUE (MASTER REIMS);01/09/2014;31/08/2023;;;;;;;;;;;;;;;;anc hab 20080703 sise 2202142;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;523;Electronique et automatisation;2500191;ELECTRONIQUE, ENERGIE ELECTRIQUE, AUTOMATIQUE;20180380;0511296G;;0714;�lectronique et automatisation;07;NIVEAU 7
25023048;250;LICENCE PROFESSIONNELLE;230;SPEC.PLURITECHNO, GENIE CIVIL, CONSTRUC.;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;METIERS DU BTP TRAVAUX PUBLICS;METIERS DU BTP : TRAVAUX PUBLICS (LP MONTPELIER);01/09/2016;31/08/2020;;;;;;;;;;;;;;;;demande saia;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;582;B�timent et g�nie civil;2400141;METIERS DU BTP : TRAVAUX PUBLICS;20150792;0342321N;;0732;Construction et g�nie civil;06;NIVEAU 6
2503261Z;250;LICENCE PROFESSIONNELLE;326;INFORMATIQUE, TRAITEMT DE L'INFORMATION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;ADM SECURIT DES SYSTM ET DES RESX;METIERS DE L'INFORMATIQUE : ADMINISTRATION ET SECURITE DES SYSTEMES ET DES RESEAUX (LP CERGY);01/09/2017;31/08/2020;;;;;;;;;;;;;;;;demande cfa union;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;481;Sciences informatiques;2400128;METIERS DE L'INFORMATIQUE : ADMINISTRATION ET SECURITE DES SYSTEMES ET DES RESEAUX;20170573;0951793H;;0612;Conception et administration de bases de donn�es et de r�seau;06;NIVEAU 6
25032033;250;LICENCE PROFESSIONNELLE;320;SPECIALITES PLURIVAL.DE LA COMMUNICATION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;MET INFORMATIQ CONDUITE DE PROJET;METIERS DE L'INFORMATIQUE : CONDUITE DE PROJET (LP LIMOGES);01/09/2013;31/08/2023;;;;;;;;;;;;;;;;anc hab 20044238;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;320;Journalisme et information;2400129;METIERS DE L'INFORMATIQUE : CONDUITE DE PROJETS;20151103;0870669E;;0320;Journalisme et information;06;NIVEAU 6
13520106;135;MASTER PROFESSIONNEL;201;TECHNO DE COMMANDE DES TRANSFO.INDUST.;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;INGENIERIE DES SYSTEMES COMPLEXES;INGENIERIE DES SYSTEMES COMPLEXES (MASTER LORRAINE);01/09/2013;31/08/2023;;;;;;;;;;;;;;;;anc hab 20130240;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;520;Ing�nierie et techniques apparent�es;2500196;INGENIERIE DES SYSTEMES COMPLEXES;20180243;0542493S;;0710;Ing�nierie et techniques apparent�es;07;NIVEAU 7
13532504;135;MASTER PROFESSIONNEL;325;DOCUMENTATION, BIBLIOTH., ADMIN.DONNEES;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;INFORMATION DOCUMENTATION;INFORMATION, DOCUMENTATION (MASTER);01/09/2016;;;;;;;;;;;;;;;;;rncp 34107;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;322;Biblioth�conomie, information, archivisme;2500121;INFORMATION, DOCUMENTATION;20150940;0341089Z;;0322;Formation aux biblioth�ques, � la documentation et � l'archivisme;07;NIVEAU 7
25031527;250;LICENCE PROFESSIONNELLE;315;RESSOURCES HUMAINES GESTION DU PERSONNEL;P;ORGANISATION GESTION;;LIC-PRO;GRH EN PME;GESTION DES RESSOURCES HUMAINES SPE GESTION DES RESSOURCES HUMAINES EN PME (LP TOULOUSE 1);01/09/2011;31/08/2016;;;;;;;;;;;;;;;;demande CCI Montauban remplace en 2016 par 25031075 avec le 25031204;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;345;Gestion et administration;2006745;GESTION DES RESSOURCES HUMAINES;20090889;0311382J;;0413;Gestion et administration;06;NIVEAU 6
25032508;250;LICENCE PROFESSIONNELLE;325;DOCUMENTATION, BIBLIOTH., ADMIN.DONNEES;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;EDITION COMMERCE DU LIVRE;METIERS DU LIVRE : EDITION ET COMMERCE DU LIVRE (LP PARIS 5);01/09/2013;31/08/2019;;;;;;;;;;;;;;;;anc hab 20044016 demande Asfored;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;322;Biblioth�conomie, information, archivisme;2400149;METIERS DU LIVRE : EDITION ET COMMERCE DU LIVRE;20151245;0751721N;;0322;Formation aux biblioth�ques, � la documentation et � l'archivisme;06;NIVEAU 6
25032696;250;LICENCE PROFESSIONNELLE;326;INFORMATIQUE, TRAITEMT DE L'INFORMATION;N;CONCEPTION;;LIC-PRO;INFORMATIQ CONCEPT DEVPT TEST LOG;METIERS DE L'INFORMATIQUE : CONCEPTION, DEVELOPPEMENT ET TEST DE LOGICIELS (LP BORDEAUX);01/09/2011;31/08/2021;;;;;;;;;;;;;;;;anc sise 2005152 hab 20034232;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;481;Sciences informatiques;2400130;METIERS DE L'INFORMATIQUE : CONCEPTION, DEVELOPPEMENT ET TEST DE LOGICIELS;20160730;0333298F;;0612;Conception et administration de bases de donn�es et de r�seau;06;NIVEAU 6
46Q31101;46Q;TH DE NIV 4 MINISTERE DE L'EQUIPEMENT TRANSPORT TOURISME;311;TRANSPORT, MANUTENTION, MAGASINAGE;U;CONDUITE SURVEILLANCE DE MACHINES;;TH4-Q;CONDUCTEUR DE TRAIN;CONDUCTEUR DE TRAIN (SNCF);01/09/2013;31/08/2016;;;;17/11/2011;25/11/2016;;;;;;;;;;;rncp 6636 demande CFA SNCF;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;10/12/2020;;840;Services de transport;;;;;;1041;Services de transport;04;NIVEAU 4
56R33201;56R;TH DE NIV 5 INSTANCES REGIONALES;332;TRAVAIL SOCIAL;T;REALISATION DU SERVICE;;TH5-R;AUXILIAIRE DE GERONTOLOGIE;AUXILIAIRE DE GERONTOLOGIE (CREFO);01/09/2013;31/08/2023;;;;09/04/2018;17/04/2023;;;;;;;;;;;rncp 1761 Centre de recherches et d'etudes en formation et organisation;2;TITRE PROFESSIONNEL HOMOLOGUE OU CERTIFIE;DEPPA1;10/12/2020;;700;SANTE ET PROTECTION SOCIALE;;;;;;0900;Sant� et protection sociales;03;NIVEAU 3
13531088;135;MASTER PROFESSIONNEL;310;SPECIALIT.PLURIV.DES ECHANGES & GESTION;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;MASTER PRO;ENTREPRENEURIAT INTERNATION PME;DROIT, ECONOMIE, GESTION : ADMINISTRATION ET ECHANGES INTERNATIONAUX SPE ENTREPRENEURIAT INTERNATIONAL ET PME (MASTER PARIS 12);01/09/2011;31/08/2015;;;;;;;;;;;;;;;;sup 2000 remplace par 13531260;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;345;Gestion et administration;2212677;DROIT, ECONOMIE, GESTION : ADMINISTRATION ET ECHANGES INTERNATIONAUX;20090859;0941111X;;0413;Gestion et administration;07;NIVEAU 7
25022730;250;LICENCE PROFESSIONNELLE;227;ENERGIE, GENIE CLIMATIQUE;P;ORGANISATION GESTION;;LIC-PRO;ENERJ ET SYSTEMES ELECTRIQUES;ELECTRICITE ET ELECTRONIQUE SPE ENERGIE ET SYSTEMES ELECTRIQUES (LP CERGY);01/09/2011;31/08/2015;;;;;;;;;;;;;;;;demande cfa sup 2000;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;522;Electricit� et �nergie;2007735;ELECTRICITE ET ELECTRONIQUE;20100210;0951793H;;0713;�lectricit� et �nergie;06;NIVEAU 6
25020112;250;LICENCE PROFESSIONNELLE;201;TECHNO DE COMMANDE DES TRANSFO.INDUST.;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;SYSTM AUTO RSX INFORMATIQ INDUSTR;SYSTEMES AUTOMATISES, RESEAUX ET INFORMATIQUE INDUSTRIELLE (LP SAINT ETIENNE);01/09/2002;31/08/2022;;2005;;;;;;;;;;;;;;anc hab 20024260 sise 2002540;1;DIPLOME NATIONAL / DIPLOME D'ETAT;SPN C2;10/12/2020;;523;Electronique et automatisation;2400167;SYSTEMES AUTOMATISES, RESEAUX ET INFORMATIQUE INDUSTRIELLE;20160538;0421095M;;0714;�lectronique et automatisation;06;NIVEAU 6
25022014;250;LICENCE PROFESSIONNELLE;220;SPEC.PLURITECHNO DES TRANSFORMATIONS;M;AUTRE/NON INDIQUE (DOMAINE TECHNICO-PRO);;LIC-PRO;GESTION PRODUCTION INDUSTRIELLE;METIERS DE L'INDUSTRIE : GESTION DE LA PRODUCTION INDUSTRIELLE (LP CNAM);01/09/2014;31/08/2024;;;;;;;;;;;;;;;;changement d'intitule 2016 anc hab 20120666;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;500;INGENIERIE, INDUSTRIE DE TRANSFORMATION ET DE PRODUCTION;2400120;METIERS DE L'INDUSTRIE : GESTION DE LA PRODUCTION INDUSTRIELLE;20161125;0753471R;;0700;Ing�nierie, industries de transformation et construction;06;NIVEAU 6
25033114;250;LICENCE PROFESSIONNELLE;331;SANTE;P;ORGANISATION GESTION;;LIC-PRO;SYSTM EMBARQUES SANTE;SYSTEMES INFORMATIQUES ET LOGICIELS SPE SYSTEMES EMBARQUES SANTE (S.E. SANTE LP PARIS 12);01/09/2011;31/08/2015;;;;;;;;;;;;;;;;demande CFA SUP 2000;1;DIPLOME NATIONAL / DIPLOME D'ETAT;DEPPA1;10/12/2020;;720;Sant�;2008408;SYSTEMES INFORMATIQUES ET LOGICIELS;20110422;0941111X;;0910;Sant�;06;NIVEAU 6
